Sentences,Class
"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie... (@lizziecuevas)http://yfrog.com/h300cwrj",2
Pops interviews remain warm and fuzzy.,2
"Posted a new song: """"guala"""" http://t.co/TbpOuto6zR http://t.co/y1RpItkIAf",2
"Posted a new song: """"guala"""" http://t.co/jq3RB6gyQh #music",2
Praise thy lord for this season of beanies that is upon us,2
Prejudice. A preconceived awareness based on a majority of interactions. The negative slant comes from libs. Self preservation is the basis.,2
"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner #glorydays",2
Proud to be a redneck patriot :) @Docs357 @Cats_lmbo @KoichicCheryl @bja_tw @yrwol7 @DavesGrill,2
R&amp;B is so trash now compared to early 2000's.,2
R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D! DoG http://t.co/UOVtVG5nnM via @BostonGlobe,2
REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP: Coakley Conceds Gov. Race To Charlie Baker&#8230;. http://t.co/unfdQCQHyK,2
"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne",2
RT @120Sports: Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: http://t.co/QdldmWBwXJ http://t&#8230;,2
"RT @1goodlookingman: Bees won, Mets won, and the Yankees lost. It's a good day in baseball.",2
RT @23Vnds: Check out the homie @renz360 for that sole sauce! That stuff does miracles!!! @renz360 @renz360&#8230; http://t.co/EecEzJRx6C,2
RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.&#8230;,2
RT @490xl: why get attached to people when you can jump in a trash can and feel the same way,2
"RT @49ers: Oregon State WR @brandincooks is a popular #49ers pick in recent mock drafts. 

DRAFT TRACKER: http://t.co/AEueKmhkQX http://t.c&#8230;",2
RT @516Jake: Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http://t.co/hJe7v4aWdw,2
RT @77StephanieG77: A portable septic tank. For allllll those pesky feelings.,2
RT @ABCbirds1: #Colorado lawmakers consider nation&#8217;s 1st #wind energy legislation to protect #birds &amp; #bats. http://t.co/shwQYb76pw http://&#8230;,2
RT @ABCbirds1: #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http://t&#8230;,2
"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;",2
RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;,2
"RT @AIIAmericanGirI: &#127482;&#127480;
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https://t.co/pVe5nNAOkV #wiunion",2
RT @AP: Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: http://t.co/GDLcpWDNoo,2
RT @AP_Noticias: #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall http://t.co/qkbWQ&#8230;,2
RT @A_single_bear: How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla&#8230;,2
RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,2
RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,2
"RT @AdamSank: Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;",2
RT @AdamSchein: Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY,2
RT @AdamSchein: I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv,2
"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing",2
RT @AidanGee1: How I feel playing flappy bird http://t.co/w3PrpiAhZQ,2
"RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; http://t.co/6TKLgUP2Wh ht&#8230;",2
RT @AlexPappas: Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan http://t.co/qTPeHb2seX via&#8230;,2
RT @AliAbunimah: The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza,2
"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine.",2
"RT @Allan_Son: I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;",2
RT @AlxJames10: I mean sometimes eating a carton of Double Stuf Oreos is your only option.,2
RT @AmEditing: You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip,2
RT @AmPowerBlog: @velvethammer Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://&#8230;,2
"RT @AmandaMarcotte: Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,&#8221; he sa&#8230;",2
RT @AmazingTiming: Bad monkey! #AmazingTiming http://t.co/UD5XkiaNVt,2
RT @Amoreshonta: @WestDontCare: Big bird has spoken &#128514; http://t.co/TxCcy3XIEc&#8221;&#128514;&#128514;&#128514;&#128514;&#128553; I was weak then I &#128128;!,2
RT @AmyRoseKathryn: Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! http://t.co/8PyhwE4L8S h&#8230;,2
RT @Anastacia_Cole: I like being Asian and all but it's a struggle having squinty eyes in every picture,2
RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt&#8230;,2
RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw,2
"RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;",2
"RT @ArianaGrande: Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",2
"RT @AtlasSmugged: women only play casual game like Kim K game &amp; anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi&#8230;",2
RT @AugustAlsina: @SharaPlus2: #AskAugust How Tall are you? I keep getting different answers from different people &#127806;&#128064;&#127806; @AugustAlsina&#8221;&lt; abo&#8230;,2
RT @AustinToEllen: Praying today's m&amp;g pictures don't come out yellow &#128591;,2
RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,2
"RT @Avery_Ave23: @iKeepItTooReal: When the trash bag is so full , you can barely tie it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;OMG!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",2
RT @AwwAdorable: I want a pet monkey &#128553;&#128525; http://t.co/8wy8gDJIEJ,2
RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be explained,2
RT @AyeYoitsDupree: Rape is NEVER something to mock like this. I stand with Jada #jadapose http://t.co/uEbuOBwTbg,2
RT @BaddieBellaDona: Instant mashed potatoes are trash &#128686;,2
"RT @BaileyAdams22: When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" http://t.co/0UShmogZDR",2
"RT @BaseballFact: At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...",2
RT @Baseball_Photos: A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees &#8230;,2
RT @BasedChasen: Big 10 been trash for years now lol its a basketball conference now,2
RT @BeardedBearsMan: @007BearDownJedi The AFL now has an American draft system #BearBrother! Couple of Yanks are on the playing lists at so&#8230;,2
RT @BenTateRB: This is crazy no RB picked yet. A RB won ROY! 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho&#8230;,2
RT @BestOfWorldStar: Charlie Sheen did the ice bucket challenge the right way http://t.co/IjS0b0VtoY,2
"RT @BestSagittarius: #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo&#8230;",2
RT @BeyonceLand: Bey lost her ring at the Met Gala. Jay found it &amp; instead of just giving it back he gave it to her as a mock proposal http&#8230;,2
RT @BeyondBanksy: #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash http://t&#8230;,2
RT @BiIIMurray: My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...,2
"RT @Bidenshairplugs: I can't believe the cops shot this fine young man. There goes the cure for cancer...

#FergusonOctober http://t.co/Leb&#8230;",2
RT @BigEl179: Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay,2
"RT @BigFatDave: We gave #GunControl a chance. It failed.

No more of this #GunSense nonsense.

#MomsDemand is statist trash http://t.co/MKl&#8230;",2
RT @BigJonBul: The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig&#8230;,2
RT @BigMac6374: I don't like the weather right now it's scaring me lol why is it yellow?,2
RT @BigxCool: RT if you're on the slope to 30 and still feel 17,2
RT @BirdGang316: If you a bird throw it up #birdgang #EaglesNation,2
RT @BitesBlog: Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight http://t.co/crWY99X7EQ,2
RT @BlackJeezuss: When someone drops their trash mixtape in my Dms http://t.co/wkFJfjkNCi,2
RT @BlackNerdJade: RT @Parkour_Lewis: *Last 5 hours RT @the_blueprint the last hour and a half of work trash just for existing.,2
RT @BlasianBytch: @graceishuman @rhiannonrevolts yellow face and it's a no.,2
"RT @BleacherReport: VIDEO: Don&#8217;t hurt yourself!&#8221; @kobebryant hits a jumper over a rookie, proceeds to talk trash http://t.co/m8l0nvAim2 ht&#8230;",2
RT @BleacherReport: VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview http://t.co/EYjinwIWwE http://t.co/&#8230;,2
RT @BleacherReport: VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium http://t.co/jM4biAGXU8 http://t.co/3cIJ&#8230;,2
RT @BlissTabitha: Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him http://t.co/VLuEwUGclg,2
RT @BoatBuilder_: call me a free bird,2
"RT @BobKlap: Asked Betances before the game if he&#8217;d like to be a starter again someday. If the Yankees ever asked me, I would. But I&#8217;m a r&#8230;",2
"RT @Book_Krazy: I don't always get drunk and pass out but when I do, when did they start making colored duct tape?",2
RT @BradThor We now know more about Twinkies and how old the earth is than what happened in #Benghazi.,2
"RT @BrandonTierney: Crooked number followed by shut down frame, love it. #Yankees",2
RT @BrandonTierney: Grinding! #Yankees,2
RT @BriannDominguez: Gasoline - daddy Yankee &#128175;&#128076;,2
RT @BriannDominguez: Green and yellow -lil Wayne &#128155;&#128154;&#128175;&#128175;&#128175;&#128175;,2
RT @BrosConfessions: Charlie Sheen is a legend #ForTheBros http://t.co/nbYjumIkQA,2
RT @BruceForce: Study these birds closely. See if you can spot the female. It can be done. Even with limited bird watching skills. http://t&#8230;,2
RT @BruceVH: Getting over a painful experience is like crossing the monkey bars. You have to let go at some point in order to move forward.&#8230;,2
RT @BryanHoch: Just 113 days until Yankees pitchers and catchers report.,2
RT @BurgerKing: Chicken Fries. @Oreo Shake. Perfection. http://t.co/PdiGLRbhJZ,2
"RT @BuzzFeed: A photographer hid in a trash can to get these adorable engagement photos
http://t.co/75ZOvJEwYh http://t.co/F3VAUX9STw",2
RT @CHlLDHOODRUINER: iphone 6 is trash watch me glo up http://t.co/XYwPaslCoB,2
RT @CHlLDHOODRUINER: she paid $5 to hold the monkey and look what he did &#128514;&#128557;&#128553; this monkey real af http://t.co/NgeCuWehHb,2
RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ,2
RT @CNNMoney: Breathe easy: Twinkies due back on shelves by summer http://t.co/pFLaTel2Sx,2
RT @ChanseyDaRapper: Make my way right to the trash can with these. RT @DwyaneWade: New Season. New Shoes. #MakeYourOwnWay #WayOfWade http&#8230;,2
RT @ChildishGarbino: Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. @danvii http://t.co/FKdEYzqT,2
RT @ChinaAfricaBlog: A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' http://t.co/7DWJovmeB&#8230;,2
RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,2
RT @ChrisPalmerNBA: Udonis talking some big trash to Lance. LeBron holds him back.,2
RT @ChristineKKTV: Great weather to hit up the slopes this weekend... @Arapahoe_Basin &amp; @LovelandSkiArea open Saturday! #COwx #skiseason ht&#8230;,2
"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;",2
RT @ClicquotSuave: bunch of rappers boutta flood the internets w/ trash remixes,2
"RT @CloydRiversPics: Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;",2
RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv,2
RT @ComedianSpank: I went to college Every college got a bird class where u can get ya friend to sign u in &amp; get an A out the class Rashad &#8230;,2
RT @ConservativeLA: Let the Dem concern-trolling commence in earnest! Wagons ho!,2
RT @ConsrvativeDiva: Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' http://t.co/5pq91jxOeV,2
RT @CorbynKelly13: Found some more of my original yellow bracelets and the first person I thought of was @TannerMcDowell,2
RT @DIYcookery: Godiva Chocolate Dipped Oreos &#128523; http://t.co/OSYPnadYtO,2
RT @DNAinfoCHI: The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://&#8230;,2
RT @DRUDGE_REPORT: Shy bladder group protests Rob Lowe DIRECTV ad... http://t.co/d5YxglIoKL,2
RT @DaCoolestLame: Yo BCU band made UCF band look like trash,2
"RT @DalaiLamaPosts: Even though a bird can fly, it must land on earth.",2
RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ,2
RT @DamnFoodPorn: Oreo Cookie Pancakes #FoodPorn http://t.co/q6EvCvM3sO,2
RT @DanHarrison1985: &#128514; RT @CecilHurt: Charlie Strong got down to the 53-man roster nearly as quickly as Texans did,2
RT @DanaPerino: Was just handed this on my flight. Must be in good hands on this bird! http://t.co/7vJwDCdTxV,2
RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6 &#8230; #wildlife http://&#8230;,2
"RT @DannyTanner: highest score on flappy bird, cant be beat http://t.co/I2qgsWiPDC",2
RT @DariusJulion: that movie was trash,2
"RT @DarthPutinKGB: Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wa&#322;&#281;sa for his role in defeating communism"". &#8230;",2
RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF,2
"RT @DavidBCohen1: Will Coakley go 0-2 in ""can't lose"" races? RT @seanspicer: wow, just wow -- @BostonGlobe : Charlie Baker for Governor htt&#8230;",2
"RT @Dceni33: Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year.",2
RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;,2
RT @DepressedDarth: Star Wars meets Charlie Brown http://t.co/m9uNRz6SYR,2
RT @DjChubbESwagg: @jemelehill: ::faints:: RT @desusnice: She has no idea how many of her resumes went straight to the trash http://t.co/D&#8230;,2
RT @DoctoroftheDead: @Jackson_D_Chase @violet_berry_ You realize I&#8217;m going to have to get out all those #horror and other poems I wrote abo&#8230;,2
"RT @Dodgers: ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -@TommyLasorda http://t.co/3FYTvuzNZB",2
"RT @DogeTheDog: Wow
 Such banana
 So potassium 
 Much yellow http://t.co/xINHDwyTqS",2
RT @DomWorldPeace: Teixeira on point tonight. #Yankees,2
"RT @DonnieWahlberg: Happy #BLUBLOODS Friday! 

Off to @CBSNews to sit down with the gang on CBS This Morning!

Join us in the 8 o'clock ho&#8230;",2
RT @DonnieWahlberg: On set of #BlueBloods. Hoping there are no birds perched above me... http://t.co/oDhq52QiLe,2
RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,2
RT @Drewmking: @Joely_Poly @Victoria_Finae he plays for the Yankees right?,2
"RT @DugoutLegends: Lou Gehrig had 17 hand fractures in his career. Played in 2,130 straight games.
#IronHorse #Yankees http://t.co/O6sofyOh&#8230;",2
"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t&#8230;",2
RT @DumbTo: Polly want a cracker? #DumbTo http://t.co/zC8MlwnEUc,2
RT @DuncanIdunno: Smash into windshields? RT @coorslightca: The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&#8230;,2
"RT @ESPNNFL: For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East http://t.co/zMkwGNzOCT",2
RT @EarthPix: Up with the birds to fish on the Li River http://t.co/XnrAlT1PHM,2
"RT @EchelonInsights: Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV",2
"RT @El_Grillo1: In the ME, the crow would eat the bear MT @webradius Obviously not in the ME MT @solemnwatch: Bear Saves Drowning Crow - An&#8230;",2
RT @EmilyWCVB: RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http://t.co/1qC9q6P1cL #wcvb,2
RT @ErikaWCVB: @marthacoakley called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,2
RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.,2
RT @Erv_Gulfwings14: I think Zlatan even has Class in the way he talks trash,2
RT @EverybodyHatesX: He's trash RT @Yerrp08: Too early to call Austin Rivers a draft bust ?,2
RT @EvilMikeTomlin: Came to training camp today to find Charlie Batch asleep on the curb...,2
RT @FaZeSpaceLy: How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho&#8230;,2
"RT @Fact: Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&#8230;",2
"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP",2
RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;,2
"RT @Fant4stic63: Can kids say much when their parents pay for everything? RT @Andrea_Michele: If he paying every bill, I can't complain abo&#8230;",2
RT @FeinsandNYDN: Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.,2
RT @FoodPornPhotos: Oreo Cheesecake Bites. http://t.co/ybOQrrTJyt,2
RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg,2
RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b,2
RT @FoodPornsx: Oreo ice cream. ~ http://t.co/thrkAobdVj,2
RT @FoodPornsx: Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar http://t.co/7YvXiJmmcp,2
RT @FoodTabloid: Oreo cake http://t.co/iJ0idCAQMl,2
RT @Food_BibIe: Oreo Ice Cream Cake http://t.co/sW0A1HQhyy,2
"RT @Forbes: 52% of the world's mammals, birds, reptiles, amphibians &amp; fish vanished between 1970 &amp; 2010: http://t.co/MImizth0OZ http://t.co&#8230;",2
RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,2
RT @FreddyAmazin: How can anyone hate Charlie Sheen http://t.co/NiEJirYg7u,2
RT @FunnyJokeBook: I hope I made these pot brownies right http://t.co/iDDDHPPjiu,2
RT @FunnyJulius: Please win it all this year @Yankees,2
"RT @FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rJVOVoO53l",2
"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.
http://t.co&#8230;",2
"RT @Garin: ""A day without laughter is a day wasted."" 

~Charlie Chaplin",2
RT @GatorDwqam: Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger.,2
RT @Gawker: Conan O'Brien mocks the new Call of Duty game while getting killed repeatedly. http://t.co/GfCsARhTJT,2
RT @GianneNichole: trassshhh RT @Willie_OBeamen: Them 13's that come out this weekend so trash!,2
"RT @Giants: Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: http://t.co/&#8230;",2
"RT @GirlfriendNotes: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam&#8230;",2
RT @GoatIdeas: Oreo Frappuccino http://t.co/o3QJ8M1nFf,2
"RT @Goldkamp247: Yep, Steve Spurrier just sorta compared Alabama to the Yankees. ""They've (NY) got the biggest payroll, they don't win ever&#8230;",2
RT @GreGooglyMoogly: My mind is so clear a bird just crashed into the side of my head.,2
"RT @GreenLanternJet: I was already 24 when Jeter arrived so I had plenty of #Yankees memories, but next year is going to be very odd indeed.",2
RT @HEGS_com: What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro,2
RT @Harry_Styles: @kathygriffin I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx,2
RT @Harry_Styles: A bird pooped on me.,2
RT @Harry_Styles: It was all yellow. http://t.co/xB4dkWuoKi,2
"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;",2
RT @Henry_3k: When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th&#8230;,2
"RT @Herman_NYRBlog: Yankees shouldn't even bother to show up to Boston, man. Just fold the franchise. Cancel baseball.",2
"RT @HeroineAddict: 15 y/o me totally understood 'Twin Peaks'.

40 y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers &#8230;",2
RT @HighSchoolSuckz: i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;,2
RT @HipHopIsDeaddd: Cowboys trash again.The NFL is bike to normal,2
"RT @HistoryInPics: Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 http://t.co/hltkroqRys",2
RT @HitmanHolla: RT @AYEVERB: OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm&#8230;,2
"RT @HobsonDarlene: ""@1Corinthians126: @HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels""
&#8230;",2
RT @Hobson_2: That's for the birds.,2
RT @Hokuboku: I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo ...,2
RT @Holyfield67: Jihadi Work Accidents: 13 Taliban Fighters Killed When Their IEDs Detonated Prematurely&#8230; http://t.co/JUphsx1zps #Celebrate&#8230;,2
"RT @HoodJesusYo: Last name, Sinner
First name, Imma
Like ur pancakes in tha mornin, 
He got u covered like Aunt Jemima",2
"RT @HowardRoper: If you don't like my tweets with my belief in Jesus Christ, please respect it, but don't mock it or make negative remarks&#8230;",2
"RT @HuffingtonPost: Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho&#8230;",2
RT @IAMMISSRAMIREZ: Charlie Sheen is the man lol http://t.co/FCfSbvAphh,2
RT @IWILLSTILLRISE: If you not gator you gator bait #gatornation,2
"RT @Iaughatmypain: My anaconda don't &#128581;
My anaconda don't &#9995;
My anaconda don't &#128683;

&#128079; Want 
&#128079; None 
&#128079; Unless 
&#128079; You 
&#128079; Got 

&#127838;&#127838;&#127838; Bunz &#127838;&#127838;&#127838;

&#128129;Hun",2
RT @IcySoleOnline: Should of been a cork sole RT @Johnny_Blaz3: why is there no cork on the WTL XI?,2
RT @Ih8lightskins__: redskins gonna win and thats all im saying for the night,2
RT @Ilovebamf: I held you like a baby bird.. &#128546; and now you come at me like this.. These friends ain't loyal &#128546;&#128557; http://t.co/WinZvfxdL8,2
RT @ImHis_Treasure: For the last few weeks my name been cripple &#128555;&#9855;&#65039;,2
RT @ImaPlainJane: @SimplySoulful Uncle Charlie and nem lol,2
"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",2
RT @India_MSM: can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita https://t.co/IjeAhR3cJI &#8230; will he apologise ?&#8230;,2
RT @InduZtriouZ_Neo: I am a strong believer that birds of a feather flock together,2
"RT @InnocentMarina6: *Goes to Yankee candle*

*buys beer scented candle*

*goes home, lights it* 

*waits for a boyfriend*",2
RT @ItsChee_: Whipped https://t.co/uCV3Hrjatv,2
RT @ItsFoodPorn: Cookies n' Cream Oreo Fudge Ice Cream http://t.co/nAINpWXTJc,2
RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,2
RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi,2
RT @ItsFoodPorn: Oreo Ice Cream Sandwiches http://t.co/8ha6Xac0h5,2
RT @ItsFoodPorn: Oreo cheesecake bites! http://t.co/iHgu1ZuyZt,2
"RT @ItsGirllCode: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam bra",2
"RT @ItsJustJill: Obama Says He&#8217;s Irritated&#8221; But Does Not Feel Repudiated&#8221; After Losing Senate (Video) http://t.co/2U10aolKXG 
Awwwww...ho&#8230;",2
"RT @ItsKayven: If your girlfriend is taller than you, it's her responsibility to take the trash out &amp; fight off anyone that breaks into you&#8230;",2
"RT @J23app: Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
http://t.co/NBOaxG1S19",2
RT @JBilinovich: You may be redneck if you put steak seasoning on popcorn @weidie1211,2
RT @JFish13: Where has this been all year? But still #FireCashman #Yankees,2
RT @JOEL9ONE: Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will &#8230;,2
"RT @JackBPR: Alec Baldwin mocks Harris-Perry: &#8216;If I cry, will I be forgiven all my transgressions?&#8217; http://t.co/9Oq5GTPmXx via @BizPacRevi&#8230;",2
RT @JaworskiMeats: Winning Browns! #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandsports #browns #brownie&#8230; http://t.co/Gm4h&#8230;,2
"RT @JeffDuncan_: JSU coach Omar Johnson: ""It's what u do against the ball. U throw it, hit it, catch it. Doesn't matter if the Yankees are &#8230;",2
RT @JeneBramel: Clever. RT @LanceMcAlister: Watch Burfict make the hit and then mock officials by throwing a flag on himself. https://t.co/&#8230;,2
"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8",2
"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""",2
RT @Joan_Rivers: Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...,2
RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.,2
RT @JohnBishop100: Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! http://t.co/KQYiZmZb,2
